start_time,architecture,dataset,input_size,batch_size,return_code
2023-12-18 06:41:25,inception_v3,caltech101,128,32,0
2023-12-18 06:57:34,inception_v3,stanford_dogs,224,64,-9
2023-12-18 07:03:43,inception_v3,stanford_dogs,128,64,0
2023-12-18 07:24:55,inception_v3,caltech101,128,256,0
2023-12-18 07:34:33,inception_v3,caltech101,64,64,0
2023-12-18 07:45:22,inception_v3,caltech101,128,256,0
2023-12-18 07:54:19,inception_v3,caltech101,224,256,0
2023-12-18 08:09:14,inception_v3,caltech101,224,64,0
2023-12-18 08:28:28,inception_v3,stanford_dogs,128,256,0
2023-12-18 08:42:13,inception_v3,stanford_dogs,128,256,0
2023-12-18 08:55:29,inception_v3,stanford_dogs,64,256,0
2023-12-18 09:04:59,inception_v3,caltech101,128,32,0
2023-12-18 09:20:33,inception_v3,stanford_dogs,128,32,0
2023-12-18 09:52:10,inception_v3,caltech101,64,64,0
2023-12-18 10:04:08,inception_v3,stanford_dogs,64,256,0
2023-12-18 10:13:44,inception_v3,stanford_dogs,224,64,-9
2023-12-18 10:20:12,inception_v3,stanford_dogs,128,64,0
2023-12-18 10:40:40,inception_v3,caltech101,64,32,0
2023-12-18 10:56:38,inception_v3,caltech101,64,64,0
2023-12-18 11:08:03,inception_v3,stanford_dogs,64,32,0
2023-12-18 11:36:13,inception_v3,stanford_dogs,224,32,-9
2023-12-18 12:13:38,inception_v3,caltech101,224,256,0
2023-12-18 12:29:40,inception_v3,stanford_dogs,128,256,0
2023-12-18 12:44:03,inception_v3,caltech101,224,256,0
2023-12-18 13:01:07,inception_v3,stanford_dogs,224,64,-9
2023-12-18 13:10:24,inception_v3,caltech101,64,64,0
2023-12-18 13:22:17,inception_v3,caltech101,128,32,0
2023-12-18 13:37:25,inception_v3,caltech101,128,64,0
2023-12-18 13:48:36,inception_v3,caltech101,224,32,0
2023-12-18 14:10:24,inception_v3,caltech101,128,64,0
2023-12-18 14:22:00,inception_v3,caltech101,224,64,0
2023-12-18 14:39:51,inception_v3,caltech101,224,32,0
2023-12-18 15:01:39,inception_v3,stanford_dogs,128,256,0
2023-12-18 15:15:11,inception_v3,stanford_dogs,128,256,0
2023-12-18 15:28:32,inception_v3,stanford_dogs,128,64,0
2023-12-18 15:48:49,inception_v3,stanford_dogs,64,256,0
2023-12-18 15:58:20,inception_v3,caltech101,224,32,0
2023-12-18 16:22:41,inception_v3,stanford_dogs,224,32,-9
2023-12-18 16:29:39,inception_v3,stanford_dogs,224,64,-9
2023-12-18 16:36:57,inception_v3,caltech101,128,256,0
2023-12-18 16:46:56,inception_v3,caltech101,128,32,0
2023-12-18 17:02:25,inception_v3,stanford_dogs,64,64,0
2023-12-18 17:19:48,inception_v3,stanford_dogs,64,32,0
2023-12-18 17:48:26,inception_v3,stanford_dogs,128,256,0
2023-12-18 18:01:47,inception_v3,stanford_dogs,128,32,0
2023-12-18 18:32:40,inception_v3,stanford_dogs,64,64,0
2023-12-18 18:51:45,inception_v3,stanford_dogs,224,256,-9
2023-12-18 18:58:29,inception_v3,caltech101,128,64,0
2023-12-18 19:11:00,inception_v3,caltech101,128,256,0
2023-12-18 19:19:59,inception_v3,caltech101,224,256,0
2023-12-18 19:34:57,inception_v3,caltech101,224,256,0
2023-12-18 19:50:53,inception_v3,stanford_dogs,128,256,0
2023-12-18 20:05:20,inception_v3,caltech101,128,32,0
2023-12-18 20:21:40,inception_v3,stanford_dogs,128,64,0
2023-12-18 20:40:44,inception_v3,caltech101,64,64,0
2023-12-18 20:51:49,inception_v3,caltech101,64,64,0
2023-12-18 21:02:25,inception_v3,stanford_dogs,64,32,0
2023-12-18 21:31:55,inception_v3,caltech101,224,32,0
2023-12-18 21:53:52,inception_v3,caltech101,128,256,0
2023-12-18 22:05:04,inception_v3,caltech101,128,64,0
2023-12-18 22:16:14,inception_v3,stanford_dogs,128,256,0
2023-12-18 22:29:41,inception_v3,caltech101,128,64,0
2023-12-18 22:41:00,inception_v3,caltech101,64,32,0
2023-12-18 22:57:28,inception_v3,caltech101,64,64,0
2023-12-18 23:09:06,inception_v3,stanford_dogs,224,64,-9
2023-12-18 23:16:34,inception_v3,stanford_dogs,64,32,0
2023-12-18 23:49:59,inception_v3,caltech101,224,256,0
2023-12-19 00:05:01,inception_v3,caltech101,64,256,0
2023-12-19 00:13:28,inception_v3,stanford_dogs,224,64,-9
2023-12-19 00:19:40,inception_v3,caltech101,64,64,0
2023-12-19 00:31:48,inception_v3,caltech101,128,256,0
2023-12-19 00:40:48,inception_v3,caltech101,224,256,0
2023-12-19 00:55:46,inception_v3,stanford_dogs,128,32,0
2023-12-19 01:26:10,inception_v3,stanford_dogs,64,64,0
2023-12-19 01:45:27,inception_v3,caltech101,128,32,0
2023-12-19 02:00:46,inception_v3,caltech101,64,256,0
2023-12-19 02:08:06,inception_v3,stanford_dogs,64,64,0
2023-12-19 02:25:23,inception_v3,caltech101,224,256,0
2023-12-19 02:40:25,inception_v3,caltech101,64,64,0
2023-12-19 02:52:08,inception_v3,caltech101,128,32,0
2023-12-19 03:07:52,inception_v3,caltech101,224,32,0
2023-12-19 03:28:28,inception_v3,caltech101,64,256,0
2023-12-19 03:35:55,inception_v3,stanford_dogs,128,256,0
2023-12-19 03:49:22,inception_v3,caltech101,224,32,0
2023-12-19 04:14:36,inception_v3,stanford_dogs,224,32,-9
2023-12-19 04:51:15,inception_v3,stanford_dogs,64,256,0
2023-12-19 05:02:02,inception_v3,stanford_dogs,64,64,0
2023-12-19 05:19:48,inception_v3,caltech101,128,256,0
2023-12-19 05:29:07,inception_v3,stanford_dogs,64,256,0
2023-12-19 05:38:38,inception_v3,caltech101,64,32,0
2023-12-19 05:54:18,inception_v3,caltech101,64,256,0
2023-12-19 06:01:34,inception_v3,caltech101,128,32,0
2023-12-19 06:16:43,inception_v3,caltech101,64,32,0
2023-12-19 06:32:41,inception_v3,stanford_dogs,128,256,0
2023-12-19 06:46:03,inception_v3,stanford_dogs,224,32,-9
2023-12-19 06:52:18,inception_v3,caltech101,128,256,0
2023-12-19 07:02:30,inception_v3,caltech101,224,256,0
2023-12-19 07:17:27,inception_v3,stanford_dogs,128,64,0
2023-12-19 07:38:54,inception_v3,caltech101,64,32,0
2023-12-19 07:54:35,inception_v3,caltech101,128,256,0
2023-12-19 08:03:47,inception_v3,caltech101,128,32,0
2023-12-19 08:19:00,inception_v3,stanford_dogs,64,32,0
2023-12-19 08:48:35,inception_v3,stanford_dogs,224,64,-9
2023-12-19 08:55:02,inception_v3,stanford_dogs,224,32,-9
2023-12-19 09:02:46,inception_v3,stanford_dogs,224,256,-9
2023-12-19 09:10:21,inception_v3,caltech101,64,64,0
2023-12-19 09:23:09,inception_v3,caltech101,128,32,0
2023-12-19 09:38:39,inception_v3,caltech101,64,32,0
2023-12-19 09:55:26,inception_v3,stanford_dogs,64,64,0
2023-12-19 10:12:49,inception_v3,stanford_dogs,64,32,0
2023-12-19 10:41:34,inception_v3,stanford_dogs,64,64,0
2023-12-19 10:58:45,inception_v3,stanford_dogs,64,64,0
2023-12-19 11:16:35,inception_v3,caltech101,224,32,0
2023-12-19 11:38:33,inception_v3,caltech101,64,64,0
2023-12-19 11:50:58,inception_v3,stanford_dogs,128,32,0
2023-12-19 12:20:16,inception_v3,caltech101,224,32,0
2023-12-19 12:48:55,inception_v3,caltech101,128,32,0
2023-12-19 13:05:53,inception_v3,stanford_dogs,224,64,-9
2023-12-19 13:12:24,inception_v3,caltech101,224,32,0
2023-12-19 13:34:13,inception_v3,stanford_dogs,128,64,0
2023-12-19 13:55:32,inception_v3,caltech101,128,32,0
2023-12-19 14:11:33,inception_v3,stanford_dogs,224,32,-9
2023-12-19 14:48:48,inception_v3,stanford_dogs,64,256,0
2023-12-19 14:59:32,inception_v3,caltech101,64,256,0
2023-12-19 15:07:01,inception_v3,stanford_dogs,64,256,0
2023-12-19 15:16:31,inception_v3,caltech101,128,32,0
2023-12-19 15:31:47,inception_v3,stanford_dogs,64,64,0
2023-12-19 15:49:05,inception_v3,caltech101,224,64,0
2023-12-19 16:07:38,inception_v3,stanford_dogs,128,32,0
2023-12-19 16:40:23,inception_v3,caltech101,128,32,0
2023-12-19 16:55:43,inception_v3,caltech101,64,64,0
2023-12-19 17:08:00,inception_v3,caltech101,64,256,0
2023-12-19 17:15:35,inception_v3,caltech101,64,32,0
2023-12-19 17:32:30,inception_v3,caltech101,128,64,0
2023-12-19 17:43:49,inception_v3,stanford_dogs,64,256,0
2023-12-19 17:53:26,inception_v3,stanford_dogs,64,256,0
2023-12-19 18:02:57,inception_v3,stanford_dogs,224,256,-9
2023-12-19 18:09:35,inception_v3,caltech101,224,256,0
2023-12-19 18:25:42,inception_v3,stanford_dogs,224,256,-9
2023-12-19 18:33:13,inception_v3,caltech101,128,64,0
2023-12-19 18:46:01,inception_v3,stanford_dogs,224,256,-9
2023-12-19 18:52:35,inception_v3,stanford_dogs,64,32,0
2023-12-19 19:23:21,inception_v3,stanford_dogs,128,32,0
2023-12-19 19:55:19,inception_v3,stanford_dogs,64,32,0
2023-12-19 20:23:59,inception_v3,caltech101,224,256,0
2023-12-19 20:39:00,inception_v3,caltech101,64,256,0
2023-12-19 20:47:39,inception_v3,stanford_dogs,224,256,-9
2023-12-19 20:54:11,inception_v3,caltech101,64,256,0
2023-12-19 21:02:37,inception_v3,stanford_dogs,224,32,-9
2023-12-21 04:33:12,inception_v3,caltech101,64,32,0
2023-12-21 04:53:19,inception_v3,caltech101,128,32,0
2023-12-21 05:09:17,inception_v3,caltech101,64,64,0
2023-12-21 05:19:55,inception_v3,caltech101,224,256,0
2023-12-21 05:34:58,inception_v3,stanford_dogs,64,32,0
2023-12-21 06:07:27,inception_v3,stanford_dogs,224,256,-9
2023-12-21 06:13:54,inception_v3,caltech101,128,256,0
2023-12-21 06:24:24,inception_v3,caltech101,128,64,0
2023-12-21 06:35:46,inception_v3,caltech101,224,64,0
2023-12-21 06:57:06,inception_v3,caltech101,128,64,0
2023-12-21 07:09:36,inception_v3,stanford_dogs,224,32,-9
2023-12-21 07:16:13,inception_v3,stanford_dogs,128,64,0
2023-12-21 07:37:54,inception_v3,stanford_dogs,128,256,0
2023-12-21 07:51:16,inception_v3,stanford_dogs,128,256,0
2023-12-21 08:04:36,inception_v3,stanford_dogs,224,64,-9
2023-12-21 08:11:03,inception_v3,caltech101,224,64,0
2023-12-21 08:30:01,inception_v3,caltech101,224,32,0
2023-12-21 08:52:22,inception_v3,caltech101,224,32,0
2023-12-21 09:17:01,inception_v3,stanford_dogs,224,32,-9
2023-12-21 09:23:42,inception_v3,stanford_dogs,128,256,0
2023-12-21 09:38:15,inception_v3,caltech101,128,32,0
2023-12-21 09:53:39,inception_v3,caltech101,128,64,0
2023-12-21 10:04:46,inception_v3,caltech101,224,64,0
2023-12-21 10:22:31,inception_v3,caltech101,224,256,0
2023-12-21 10:37:51,inception_v3,stanford_dogs,224,256,-9
2023-12-21 10:45:16,inception_v3,caltech101,128,256,0
2023-12-21 10:55:22,inception_v3,caltech101,224,256,0
2023-12-21 11:10:24,inception_v3,stanford_dogs,224,64,-9
2023-12-21 11:17:37,inception_v3,stanford_dogs,64,64,0
2023-12-21 11:36:10,inception_v3,stanford_dogs,64,32,0
2023-12-21 12:04:05,inception_v3,caltech101,128,64,0
2023-12-21 12:15:23,inception_v3,stanford_dogs,128,64,0
2023-12-21 12:35:47,inception_v3,caltech101,128,256,0
2023-12-21 12:44:48,inception_v3,caltech101,64,32,0
2023-12-21 13:01:19,inception_v3,caltech101,224,256,0
2023-12-21 13:16:26,inception_v3,caltech101,64,64,0
2023-12-21 13:29:06,inception_v3,stanford_dogs,224,256,-9
2023-12-21 13:35:23,inception_v3,caltech101,64,32,0
2023-12-21 13:53:34,inception_v3,caltech101,224,64,0
2023-12-21 14:14:32,inception_v3,stanford_dogs,64,32,0
2023-12-21 14:43:06,inception_v3,caltech101,128,64,0
2023-12-21 14:54:14,inception_v3,caltech101,64,64,0
2023-12-21 15:05:01,inception_v3,caltech101,64,256,0
2023-12-21 15:12:21,inception_v3,stanford_dogs,64,64,0
2023-12-21 15:29:45,inception_v3,caltech101,224,256,0
2023-12-21 15:45:58,inception_v3,caltech101,64,64,0
2023-12-21 15:59:33,inception_v3,caltech101,224,64,0
2023-12-21 16:17:16,inception_v3,stanford_dogs,64,32,0
2023-12-21 16:46:03,inception_v3,stanford_dogs,224,64,-9
2023-12-21 16:52:30,inception_v3,caltech101,64,64,0
2023-12-21 17:05:32,inception_v3,stanford_dogs,64,256,0
2023-12-21 17:15:11,inception_v3,stanford_dogs,64,256,0
2023-12-21 17:24:44,inception_v3,caltech101,224,256,0
2023-12-21 17:39:48,inception_v3,caltech101,224,256,0
2023-12-21 17:55:49,inception_v3,caltech101,64,64,0
2023-12-21 18:08:36,inception_v3,caltech101,128,256,0
2023-12-21 18:17:37,inception_v3,stanford_dogs,128,32,0
2023-12-21 18:49:08,inception_v3,stanford_dogs,64,32,0
2023-12-21 19:17:54,inception_v3,caltech101,64,256,0
2023-12-21 19:25:49,inception_v3,stanford_dogs,224,32,-9
2023-12-21 19:32:02,inception_v3,caltech101,224,256,0
2023-12-21 19:48:17,inception_v3,caltech101,224,32,0
2023-12-21 20:18:01,inception_v3,caltech101,224,64,0
2023-12-21 20:39:27,inception_v3,stanford_dogs,64,256,0
