start_time,architecture,dataset,input_size,batch_size,return_code
2024-03-13 12:47:50,inception_v3,stanford_dogs,128,256,0
2024-03-13 13:01:47,inception_v3,stanford_dogs,128,256,0
2024-03-13 13:15:35,inception_v3,stanford_dogs,128,256,0
2024-03-13 13:30:13,inception_v3,stanford_dogs,128,256,0
2024-03-13 13:43:51,inception_v3,stanford_dogs,128,256,0
2024-03-13 13:57:25,inception_v3,stanford_dogs,128,256,0
2024-03-13 14:11:00,inception_v3,stanford_dogs,128,256,0
2024-03-13 14:25:12,inception_v3,stanford_dogs,128,256,0
2024-03-13 14:38:49,inception_v3,stanford_dogs,128,256,0
2024-03-13 14:52:26,inception_v3,stanford_dogs,128,256,0
2024-03-13 15:06:06,inception_v3,stanford_dogs,128,256,0
2024-03-13 15:19:43,inception_v3,stanford_dogs,128,256,0
2024-03-13 15:33:16,inception_v3,stanford_dogs,128,256,0
2024-03-13 15:46:47,inception_v3,stanford_dogs,128,256,0
2024-03-13 16:00:18,inception_v3,stanford_dogs,128,256,0
2024-03-13 16:13:50,inception_v3,stanford_dogs,128,256,0
2024-03-13 16:27:22,inception_v3,stanford_dogs,128,256,0
2024-03-13 16:40:54,inception_v3,stanford_dogs,128,256,0
2024-03-13 16:54:23,inception_v3,stanford_dogs,128,256,0
2024-03-13 17:07:52,inception_v3,stanford_dogs,128,256,0
2024-03-13 17:21:24,inception_v3,stanford_dogs,128,256,0
2024-03-13 17:34:58,inception_v3,stanford_dogs,128,256,0
2024-03-13 17:48:27,inception_v3,stanford_dogs,128,256,0
2024-03-13 18:01:55,inception_v3,stanford_dogs,128,256,0
2024-03-13 18:15:26,inception_v3,stanford_dogs,128,256,0
2024-03-13 18:28:57,inception_v3,stanford_dogs,128,256,0
2024-03-13 18:42:31,inception_v3,stanford_dogs,128,256,0
2024-03-13 18:56:03,inception_v3,stanford_dogs,128,256,0
2024-03-13 19:09:37,inception_v3,stanford_dogs,128,256,0
2024-03-13 19:23:17,inception_v3,stanford_dogs,128,256,0
